codigo;nome do produto;sexo;tamanho;cor;imagem;quantidade;valor de custo;perc lucro;valor de venda
224;Luva Matelada Bebê com Listras 3100 - Tricart;Masculino;Unico;Azul;tricart_3100_1__1.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recNnvhRTzcuxPRsF/fldknrxBWGyUjOsAV/attQpC77azn0L0PLP);1;R$5.59;50%;R$8.90
225;Touca Bebê Matelada 4100 Tamanho Único - Tricart;Feminino;Unico;Rosa;tricart_4100_2_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recnH8lqQ0tVsHtt7/fldknrxBWGyUjOsAV/attRSIk8FOd5hi6vk);1;R$9.51;50%;R$14.90
226;Touca Bebê Matelada 4100 Tamanho Único - Tricart;Masculino;Unico;Azul;tricart_4100_1_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recNsH1IuTmcyof3w/fldknrxBWGyUjOsAV/attHYWBJlpKtU5sqv);1;R$9.51;50%;R$14.90
229;Regata Estampada Caranguejo 7806 - Kiko;Masculino;1 Ano;Cinza;kiko_7806_3_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reczeCKdsz2wLn7MT/fldknrxBWGyUjOsAV/attiXTc07IqH2izxy);1;R$13.62;55%;R$21.90
228;Conjunto Feminino Estampado Flores 7683 - Kiko;Feminino;M - Bebê;verde;kiko_7683_1_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recEeJpdk698NYkjZ/fldknrxBWGyUjOsAV/attDPaJjuo51imwzp);1;R$23.24;50%;R$35.90
239;Conjunto Masculino Camiseta e Bermuda Moletinho Estampas Sortidas 136246 - Pipa;Masculino;3 Anos;;WhatsApp Image 2021-05-23 at 16.13.28.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recdfCd0rcElCCkz6/fldknrxBWGyUjOsAV/attq9VXvSKQd476PV);1;R$19.54;50%;R$29.90
240;Conjunto Feminino Estampado Ice Cream 20620 - Jocaju;Feminino;6 anos;Rosa;jocaju_20620_1_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recAEBwB811z8mPo7/fldknrxBWGyUjOsAV/attFLWrmMzdlTtNw5);1;R$21.12;50%;R$32.90
245;Camisola Manga Curta Estampada Unicórnio 34315 - Brandili;Feminino;1 Ano;Rosa;brandili_34315_1_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec4DlRZhWriIb9JL/fldknrxBWGyUjOsAV/att4GdRXioXfWkGXe);1;R$15.84;70%;R$27.90
248;Vestido Manga Longa Estampado Raposa 71617 - Brandili;Feminino;G - Bebê;;brandili_71617.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recv9laxrtBRW4gGN/fldknrxBWGyUjOsAV/attnenJgPjdZ0jH1U);1;R$20.38;60%;R$33.90
251;Vestido Corações;Feminino;4 anos;;150391575_276629047135755_3431183000892038347_n.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJxdPsVOQLN7zAQ/fldknrxBWGyUjOsAV/attihpTZ9zLE1RUKu);1;R$37.89;50%;R$57.90
254;Vestido Arcoiris;Feminino;4 anos;;149829246_553488278917480_16872429218087784_n.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfodBxv9Brakckx/fldknrxBWGyUjOsAV/attNddbGCq2vxy37v), 150288047_2807539749484008_2761620883400502317_n.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfodBxv9Brakckx/fldknrxBWGyUjOsAV/attrJBXDCSUAlZOoe);1;R$37.89;50%;R$57.90
261;"Vestido Melancia";Feminino;2 Anos;;152883643_115410283880944_1548504280610472241_n.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1tDHS6daEVtZpp/fldknrxBWGyUjOsAV/attuC3JbBZHlYIkWd);1;R$37.89;50%;R$57.90
263;Macacão Regata Monstro;Unisex;1 Ano;verde;17.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7jiFxwoNoQesMb/fldknrxBWGyUjOsAV/attDNnpdlTRJ5P8wJ);1;R$19.37;60%;R$31.90
265;Macacão Regata Monstro;Unisex;M - Bebê;verde;17.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reczDrQJQ5Ow8c6QO/fldknrxBWGyUjOsAV/attDNnpdlTRJ5P8wJ);1;R$18.01;70%;R$31.90
277;Mini Saia + Faixinha Gato ;Feminino;1 Ano;Rosa;5.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recgrLBJjmNOkr00I/fldknrxBWGyUjOsAV/attG7GJcDC2TNLdah);1;R$15.96;70%;R$27.90
280;"Mini Saia + Faixinha Vaquinha";Feminino;1 Ano;Azul;4.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwLbTRYpn6DzlLE/fldknrxBWGyUjOsAV/att4TzwJm2to8k0CM);1;R$15.96;70%;R$27.90
281;"Mini Saia + Faixinha Vaquinha";Feminino;2 Anos;Azul;4.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2gDmH22KEiyWdq/fldknrxBWGyUjOsAV/att4TzwJm2to8k0CM);1;R$15.96;70%;R$27.90
282;"Mini Saia + Faixinha Vaquinha";Feminino;3 Anos;Azul;4.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBRro8h7AIUzLbi/fldknrxBWGyUjOsAV/att4TzwJm2to8k0CM);1;R$15.96;70%;R$27.90
285;Camisa Manga Longa Xadrez;Unisex;1 Ano;;WhatsApp_Image_2021-05-18_at_14_33_29-removebg-preview.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/receWAtGoxltkfAik/fldknrxBWGyUjOsAV/attBVDvtQCavxdK6p);1;R$14.27;55%;R$22.90
287;Camisa Manga Longa Xadrez;Unisex;3 Anos;;WhatsApp_Image_2021-05-18_at_14_33_29-removebg-preview.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recnox7nvISkmpcVw/fldknrxBWGyUjOsAV/attBVDvtQCavxdK6p);1;R$14.27;55%;R$22.90
288;Faixa Xadrez;Feminino;Unico;;WhatsApp_Image_2021-05-18_at_14_33_29-removebg-preview.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmGaRSsM9mqbAoO/fldknrxBWGyUjOsAV/attBVDvtQCavxdK6p);1;R$3.17;73%;R$5.90
296;Conjunto Body Manga Curta + Short Monstrinhos;Masculino;1 Ano;Azul;21.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec9sWlBJeOPfETMD/fldknrxBWGyUjOsAV/attPGKbzRoBKnqpWv);1;R$17.65;85%;R$33.90
311;"Jardineira Curta Astronauta";Masculino;M - Bebê;Branco;19.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec4TL7f3CmG1enuH/fldknrxBWGyUjOsAV/att3VROBZOKj77Pdb);1;R$17.65;100%;R$35.90
317;Mini Meeto Chaveiro;Feminino;Unico;;;2;R$11.69;105%;R$24.90
320;Saia-short Lisa Infantil ;Feminino;1 Ano;Cinza;WhatsApp_Image_2021-05-18_at_14_33_29-removebg-preview.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recIj9rABLalqv8pX/fldknrxBWGyUjOsAV/attBVDvtQCavxdK6p);1;R$8.41;130%;R$19.90
322;Saia-short Lisa Infantil ;Feminino;3 Anos;Cinza;WhatsApp_Image_2021-05-18_at_14_33_29-removebg-preview.png (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recf4gFZNGX0MgmGr/fldknrxBWGyUjOsAV/attBVDvtQCavxdK6p);1;R$8.41;130%;R$19.90
324;"Calça Estampada Mijão Suedine Sem VP";Masculino;P - Bebê;Bege;20210425_144425.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDf8lJkjoPqPbF2/fldknrxBWGyUjOsAV/attnrdmUjepIfBd6m);1;R$8.41;70%;R$14.90
330;Short Básico Liso Cotton ;Feminino;1 Ano;Azul Marinho;20210424_162502.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMKLic540Fg8Ir3/fldknrxBWGyUjOsAV/attm0C00YlDtmeJru);1;R$8.41;70%;R$14.90
331;Short Básico Liso Cotton ;Feminino;2 Anos;Azul Marinho;20210424_162502.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5u9yGQZ19nZEWH/fldknrxBWGyUjOsAV/attm0C00YlDtmeJru);1;R$8.41;70%;R$14.90
333;Camiseta Manga Curta Básica;Masculino;P - Bebê;Azul;20210427_111902.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recA04dBm7ABlswvw/fldknrxBWGyUjOsAV/attNMKyz79sAXjRrw);1;R$6.80;100%;R$14.90
334;Camiseta Manga Curta Básica;Masculino;M - Bebê;Azul;20210427_112533.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7D6b3Kp2sjNbpz/fldknrxBWGyUjOsAV/attw9J2nrWAiirs7V);1;R$6.80;100%;R$14.90
387;Conjunto Body + Calça Canelado ;Unisex;G - Bebê;Estampado;WhatsApp Image 2021-05-26 at 21_14_54.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rectgPsbHvIMQNtsh/fldknrxBWGyUjOsAV/attgYDTzMWYAcEVyn);4;R$18.13;70%;R$31.90
336;"Vestido Básico Algodão Rovitex";Feminino;1 Ano;Azul Marinho;20210424_153203.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwvwFyAIx65BP0b/fldknrxBWGyUjOsAV/attPKDgzOX7VGY58g);1;R$11.06;120%;R$24.90
345;Blusão Moletom Dinossauro Trick Nick;Masculino;1 Ano;Azul Marinho;20210425_150915.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recsg8QljkbgZFRLU/fldknrxBWGyUjOsAV/attpEAkeKrv1O3bGu);1;R$16.92;70%;R$29.90
359;"Regata Básica Lisa Rovitex";Feminino;1 Ano;VERMELHO;20210424_163729.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTIqlrokUhKOaa8/fldknrxBWGyUjOsAV/attKPoYlh9CkqMQxt);1;R$10.53;45%;R$15.90
360;"Regata Básica Lisa Rovitex";Feminino;2 Anos;Branco;20210424_163729.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recdeIwSiXoz5qtiZ/fldknrxBWGyUjOsAV/attKPoYlh9CkqMQxt);1;R$10.53;45%;R$15.90
362;"Regata Básica Lisa Rovitex";Feminino;4 anos;Branco;20210424_163729.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjfU8ZnpHz8lUkV/fldknrxBWGyUjOsAV/attKPoYlh9CkqMQxt);1;R$10.53;45%;R$15.90
364;"Regata Básica Lisa Rovitex";Feminino;8 anos;Branco;20210424_163729.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recH1VbHcMDxxxHD0/fldknrxBWGyUjOsAV/attKPoYlh9CkqMQxt);1;R$10.53;45%;R$15.90
366;"Regata Básica Lisa Rovitex";Masculino;2 Anos;verde;20210427_110905.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recrSq7fto1iVhReC/fldknrxBWGyUjOsAV/att52bzJ8p0NVkOco);1;R$10.53;50%;R$16.90
374;"Conjunto Camisa + Bermuda Jeans TrickNick";Masculino;1 Ano;Azul Marinho;WhatsApp Image 2021-05-22 at 12.51.06 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl7IJ9MFbDS4V4E/fldknrxBWGyUjOsAV/atta71xnq8D4VU0QL);1;R$42.45;48%;R$63.90
376;"Conjunto Camisa + Bermuda Jeans TrickNick";Masculino;3 Anos;Azul Marinho;WhatsApp Image 2021-05-22 at 12.51.06 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recaAFbftttBw8U5t/fldknrxBWGyUjOsAV/atta71xnq8D4VU0QL);1;R$42.45;50%;R$64.90
377;Regata Alça Lisa Básica Rovitex;Feminino;1 Ano;Rosa;WhatsApp Image 2021-05-22 at 12.51.07 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recYFR7ud9or7Jt31/fldknrxBWGyUjOsAV/att43ffw4njQiwMKA);2;R$10.53;45%;R$15.90
378;Regata Alça Lisa Básica Rovitex;Feminino;2 Anos;Rosa;WhatsApp Image 2021-05-22 at 12.51.07 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recvAw8nhqZn6d5a0/fldknrxBWGyUjOsAV/atthsTflSPbo6NKKX);1;R$10.54;45%;R$15.90
380;Macacão Longo em Suedine;Unisex;Prematuro;Estampado;WhatsApp Image 2021-05-26 at 21_14_56 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLbM1nlorobGU6Y/fldknrxBWGyUjOsAV/attPGTYG3d0a4JxKC);5;R$21.34;66%;R$35.90
382;Conjunto Body + Calça Canelado;Unisex;1 Ano;Liso;WhatsApp Image 2021-05-26 at 21_14_55 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciMBeWd6oCyVIgp/fldknrxBWGyUjOsAV/attmWQIoT8WPLGCE1);6;R$25.30;76%;R$45.90
383;Conjunto Body + Calça Canelado;Unisex;2 Anos;Liso;WhatsApp Image 2021-05-26 at 21_14_55 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVXDK2xUiBnMaLi/fldknrxBWGyUjOsAV/attmWQIoT8WPLGCE1);3;R$26.52;71%;R$45.90
384;Conjunto Body + Calça Canelado;Unisex;3 Anos;Liso;WhatsApp Image 2021-05-26 at 21_14_55 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recijahOoxSCsRCt3/fldknrxBWGyUjOsAV/attmWQIoT8WPLGCE1);5;R$26.52;71%;R$45.90
385;Conjunto Body + Calça Canelado ;Unisex;P - Bebê;Liso;WhatsApp Image 2021-05-26 at 21_14_55 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec948fMuxYGK5hnq/fldknrxBWGyUjOsAV/attZ168Wnm1uB7Jma);2;R$16.00;145%;R$39.90
381;Macacão Longo em Suedine;Unisex;P - Bebê;Estampado;WhatsApp Image 2021-05-26 at 21_14_56 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBoF5nSbRecneOo/fldknrxBWGyUjOsAV/attPGTYG3d0a4JxKC);2;R$21.34;66%;R$35.90
386;Conjunto Body + Calça Canelado ;Unisex;M - Bebê;Liso;WhatsApp Image 2021-05-26 at 21_14_55 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1q4gtO8aEwBmm3/fldknrxBWGyUjOsAV/attZ168Wnm1uB7Jma);6;R$18.72;110%;R$39.90
388;"Vestido/Camisola Alça Estampada Babado";Feminino;1 Ano;Estampada;20210604_165150.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl5UbfliJ5sCuTn/fldknrxBWGyUjOsAV/attwiUTI1yAmfS4Ud);1;R$16.65;75%;R$29.90
389;"Vestido/Camisola Alça Estampada Babado";Feminino;2 Anos;Estampada;20210604_165421.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recw1yzqw9lOkf5kU/fldknrxBWGyUjOsAV/attwXmfh0diiQ6u96);1;R$16.65;75%;R$29.90
390;"Vestido/Camisola Alça Estampada Babado";Feminino;3 Anos;Estampada;20210604_170153.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recHejQiLjFedaql0/fldknrxBWGyUjOsAV/att0WqJ9hvXaG5QRF);1;R$16.65;75%;R$29.90
391;"Vestido/Camisola Alça Estampada Babado";Feminino;4 anos;Estampada;20210604_170350.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqGAH5txgwuNxnw/fldknrxBWGyUjOsAV/attzo1BRIIMyQdWf6);1;R$20.38;70%;R$35.90
394;Vestido/Camisola Regata com calcinha Babado;Feminino;1 Ano;Estampada;20210604_163516.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recgPsQhwqHdAFmuS/fldknrxBWGyUjOsAV/attnPhbLkuXU7Yag1);1;R$18.59;70%;R$32.90
395;Vestido/Camisola Regata com calcinha Babado;Feminino;2 Anos;Estampada;20210604_163725.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec21WijArJd49QJb/fldknrxBWGyUjOsAV/attvl6xOp9nDHTMQX);1;R$18.59;70%;R$32.90
396;Vestido/Camisola Regata com calcinha Babado;Feminino;3 Anos;Estampada;20210604_163428.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recc0zSZP2sWtqj4N/fldknrxBWGyUjOsAV/att53a7Jy1XPkt48A);1;R$18.59;70%;R$32.90
398;Vestido/Camisola Regata com calcinha Babado;Feminino;6 anos;Estampada;20210604_164143.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recsHW53iFVUHRimj/fldknrxBWGyUjOsAV/attpPkajnlOiVpRXi);1;R$22.22;65%;R$37.90
400;"Fralda Ecológica";Feminino;P - Bebê;Estampada;20210604_121310.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recOCx8yE7Jad7hxr/fldknrxBWGyUjOsAV/att3dOnEi9Sca0Wjg);1;R$12.87;70%;R$22.90
401;"Fralda Ecológica";Feminino;M - Bebê;Estampada;20210604_121310.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDy59tvNdNnIdqM/fldknrxBWGyUjOsAV/att3dOnEi9Sca0Wjg);1;R$12.87;70%;R$22.90
403;"Fralda Ecológica";Masculino;P - Bebê;Estampada;20210604_120834.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuZjhNY0goIMEwa/fldknrxBWGyUjOsAV/attO0vO4OpaRp292Y);1;R$12.87;70%;R$22.90
405;"Fralda Ecológica";Masculino;G - Bebê;Estampada;20210604_120834.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1zEeq1U8eY1x7O/fldknrxBWGyUjOsAV/attO0vO4OpaRp292Y);1;R$12.87;70%;R$22.90
406;"Kit Recém Nascido Pagão";Feminino;RN - Recém Nascido;Estampada;20210604_123606.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjP1hJapdrwCu9h/fldknrxBWGyUjOsAV/attQMm9e4Jgf6SNzU), 20210604_143633.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjP1hJapdrwCu9h/fldknrxBWGyUjOsAV/attYhTja2urmraIx3);2;R$25.33;95%;R$49.90
410;Pijama Calça + Regata;Feminino;G - Bebê;;20210605_131537.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmAlpo7PLX6FAfE/fldknrxBWGyUjOsAV/att4w8Dscf2HDCRcu);1;R$19.20;70%;R$33.90
413;Pijama Calça + Regata;Feminino;3 Anos;;20210605_132725.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmHmBUfDwrn2tca/fldknrxBWGyUjOsAV/attEnRvT0gkxynmNp);1;R$24.05;64%;R$39.90
416;Pijama Calça + Regata;Masculino;G - Bebê;;20210605_125726.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recFEaPgHxYQEZOYp/fldknrxBWGyUjOsAV/attBeLgQVzTG2oGT2);1;R$19.20;70%;R$33.90
418;Pijama Calça + Regata;Masculino;2 Anos;;20210605_125222.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6d8a2Cp95pclK3/fldknrxBWGyUjOsAV/attB5SKImPOTp14hk);1;R$24.05;64%;R$39.90
430;Conjunto Curto Listra;Unisex;1 Ano;Cinza;;1;R$18.01;85%;R$33.90
432;Conjunto Curto Listra;Unisex;3 Anos;Cinza;;1;R$18.01;85%;R$33.90
433;Conjunto Curto Listra;Unisex;M - Bebê;VERMELHO;;1;R$16.76;95%;R$33.90
436;Conjunto Curto Listra;Feminino;1 Ano;Rosa;20210715_204158.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmgzg9OP1qZOBIt/fldknrxBWGyUjOsAV/atteUbC0ul8fpR6nV);1;R$18.01;85%;R$33.90
439;Conjunto Curto Poá ;Feminino;2 Anos;Rosa;20210711_133956.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recd4gREG6DGwwWC4/fldknrxBWGyUjOsAV/attvSWDpQsI8sUVJk);1;R$18.01;85%;R$33.90
440;Conjunto Curto Poá ;Feminino;3 Anos;Rosa;20210711_133956.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7QypHVO73QMMnY/fldknrxBWGyUjOsAV/att5D0BBQM6AB00uN);1;R$18.01;85%;R$33.90
444;Conjunto Curto Sorvete ;Feminino;3 Anos;Rosa;20210715_204424.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recf0K30BBknHHF7B/fldknrxBWGyUjOsAV/attz3HzcCX3UV2IcZ);1;R$18.01;85%;R$33.90
449;Conjunto Curto Astronauta;Masculino;3 Anos;Branco;20210714_123349.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recP4VaVDZjAn3YiK/fldknrxBWGyUjOsAV/attzle7kKZZPydLXC);1;R$18.01;85%;R$33.90
451;Camiseta Manga Longa Raposa;Feminino;1 Ano;VERMELHO;20210707_125115.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfvGe81ELrjtz8N/fldknrxBWGyUjOsAV/attq42pgNPQrwTL4n);1;R$11.32;95%;R$22.90
452;Camiseta Manga Longa Raposa;Feminino;2 Anos;VERMELHO;20210707_125115.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recvh5BFY5OueDlDw/fldknrxBWGyUjOsAV/attxD3RBCQnJrbmHW);1;R$11.32;95%;R$22.90
454;Camisa Manga Longa Listra Rosa;Feminino;1 Ano;Rosa;20210707_123607.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBnldkLlgc0tQTL/fldknrxBWGyUjOsAV/attdTVQ5G0Oxj5LCY);1;R$11.32;95%;R$22.90
456;Camisa Manga Longa Listra Rosa;Feminino;3 Anos;Rosa;20210707_123607.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recnoeaPOgOOvghI4/fldknrxBWGyUjOsAV/attOBFmnjny7FTTuu);1;R$11.32;95%;R$22.90
460;Luva Lisa;Masculino;Unico;Azul Marinho;;1;R$2.36;75%;R$4.90
461;Calça Ribana;Unisex;1 Ano;Azul Marinho;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec3f4tXroDpAuoWA/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);1;R$16.17;80%;R$29.90
462;Calça Ribana;Unisex;2 Anos;Azul Marinho;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6GUrvp7oc7LLEY/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);1;R$16.17;80%;R$29.90
463;Calça Ribana;Unisex;3 Anos;Azul Marinho;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech7unM7AvW3XsOk/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);1;R$16.17;80%;R$29.90
464;Calça Ribana;Unisex;4 anos;Azul Marinho;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQNLtg7N0z8mvuy/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);1;R$16.17;80%;R$29.90
466;Calça Ribana;Unisex;2 Anos;Cinza;20210715_153836.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCjs0qFQZF3Fqbc/fldknrxBWGyUjOsAV/attGH7Vf9pTJRAAOG);1;R$16.17;80%;R$29.90
468;Calça Ribana;Unisex;4 anos;Cinza;20210715_153836.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqHz0cYgADHJOjf/fldknrxBWGyUjOsAV/attGH7Vf9pTJRAAOG);1;R$16.17;80%;R$29.90
470;Cardigan ;Unisex;2 Anos;Azul Marinho;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6rR8Ssl3h21l1Z/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);1;R$16.17;80%;R$29.90
474;Cardigan ;Unisex;2 Anos;Cinza;;1;R$16.17;80%;R$29.90
488;Conjunto Longo Melancia;Feminino;1 Ano;Rosa;20210711_134204.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6f5DuMLGqD2GQF/fldknrxBWGyUjOsAV/attOIFDfOxE9IvH0o);1;R$19.58;71%;R$33.90
494;Conjunto Blusa Branca e Short Molinho;Feminino;6 anos;;;1;R$18.02;97%;R$35.90
495;Conjunto Blusa Branca e Short Molinho;Feminino;8 anos;;;1;R$18.02;97%;R$35.90
497;Conjunto Cereja Blusa e Short;Feminino;2 Anos;Bege;20210906_100808.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reczQouxcRhvq5fCA/fldknrxBWGyUjOsAV/attAipIm5a4mYFhPo);1;R$33.88;75%;R$59.90
499;"Vestido Tule Jeans Trick Nick";Feminino;P - Bebê;;20210424_155945.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recIYN1SiN8fDOJ8C/fldknrxBWGyUjOsAV/attS21nqGyWFC2uVt);1;R$28.21;75%;R$49.90
504;Macacão com Pés Ursinho;Masculino;G - Bebê;;20220429_133055.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recASLlxUDHIFe1ug/fldknrxBWGyUjOsAV/attIJ9eIZlBbiiL71), 20220429_133019.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recASLlxUDHIFe1ug/fldknrxBWGyUjOsAV/att2dLB9mHtOISLCG);1;R$25.95;90%;R$49.90
505;Conjunto Corrida Blusa e Short;Masculino;1 Ano;Branco;WhatsApp Image 2021-11-20 at 16.08.48.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciznSiz0pRZdTDJ/fldknrxBWGyUjOsAV/attlTVv2fvY7vN0rh);1;R$22.55;75%;R$39.90
